ant,yeast,source,publication
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces roseus,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces roseus,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces roseus,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces sp.,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Sporobolomyces sp.,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Torulaspora delbrueckii-similar (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Torulaspora delbrueckii-similar (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Torulaspora delbrueckii-similar (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon beigelii,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon beigelii,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon beigelii,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon sp.,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Trichosporon sp.,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Vanrija humicola (Candida humicola),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Vanrija humicola (Candida humicola),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Vanrija humicola (Candida humicola),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Waste deposit,Dayo-Owoyemi (2012)
Atta texana,Anthracocystis penniseti (Sporisorium penniseti),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Aureobasidium pullulans,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Bulleromyces albus,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Bulleromyces sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Candida cf. melibiosica,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Candida membranifaciens,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Cryptococcus cf. cellulolyticus,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Cryptococcus cf. taibaiensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Cryptococcus sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Filobasidium magnum (Cryptococcus magnus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Hannaella cf. luteola (Cryptococcus cf. luteolus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Hannaella kunmingensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Hannaella luteola (Cryptococcus luteolus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Hannaella sinensis (Bullera sinensis),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Hasegawazyma lactosa (Rhodotorula lactosa),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Kazachstania exigua (Saccharomyces exiguus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Kodamaea ohmeri,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Papiliotrema flavescens (Cryptococcus flavescens),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Pseudozyma sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodosporidiobolus ruineniae (Sporidiobolus ruineniae),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodotorula cf. paludigena (Rhodosporidium cf. paludigenum),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodotorula cf. taiwaniana (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodotorula mucilaginosa,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodotorula nothofagi (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Rhodotorula sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Saitozyma cf. podzolica (Cryptococcus cf. podzolicus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Solicoccozyma terrea (Cryptococcus terreus),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Sympodiomycopsis paphiopedili,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Trichosporon porosum (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Unidentified yeast-like fungus,Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Vonarxula cf. javanica (Rhodotorula cf. javanica),Fungus Garden,Dayo-Owoyemi (2012)
Atta texana,Anthracocystis penniseti (Sporisorium penniseti),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Aureobasidium pullulans,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Bulleromyces albus,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Bulleromyces sp.,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Candida cf. melibiosica,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Candida membranifaciens,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Cryptococcus cf. cellulolyticus,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Cryptococcus cf. taibaiensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Cryptococcus sp.,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Filobasidium magnum (Cryptococcus magnus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Hannaella cf. luteola (Cryptococcus cf. luteolus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Hannaella kunmingensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Hannaella luteola (Cryptococcus luteolus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Hannaella sinensis (Bullera sinensis),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Hasegawazyma lactosa (Rhodotorula lactosa),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Kazachstania exigua (Saccharomyces exiguus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Kodamaea ohmeri,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Papiliotrema flavescens (Cryptococcus flavescens),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Pseudozyma sp.,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodosporidiobolus ruineniae (Sporidiobolus ruineniae),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodotorula cf. paludigena (Rhodosporidium cf. paludigenum),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodotorula cf. taiwaniana (?),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodotorula mucilaginosa,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodotorula nothofagi (?),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Rhodotorula sp.,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Saitozyma cf. podzolica (Cryptococcus cf. podzolicus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Solicoccozyma terrea (Cryptococcus terreus),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Sympodiomycopsis paphiopedili,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Trichosporon porosum (Nom. inval.),Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Unidentified yeast-like fungus,Fungus Garden,Dayo-Owoyemi et al. (2011)
Atta texana,Vonarxula cf. javanica (Rhodotorula cf. javanica),Fungus Garden,Dayo-Owoyemi et al. (2011)
Mycocepurus goeldii,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Pichia kluyveri,Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Rhodotorula pacifica,Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Saccharomyces cerevisiae,Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Saitozyma cf. podzolica (Cryptococcus cf. podzolicus),Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Trichosporon coremiiforme,Fungus Garden,Lopes et al. (2015)
Mycocepurus goeldii,Yamadazyma riverae,Fungus Garden,Lopes et al. (2015)
Acromyrmex lundi,Candida berthetii,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Candida berthetii,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Candida davisiana (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Candida davisiana (?),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Candida sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Candida sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Cryptococcus sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Cryptococcus sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Cutaneotrichosporon sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Cutaneotrichosporon sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Debaryomyces delbrueckii (Torulaspora delbrueckii),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Debaryomyces delbrueckii (Torulaspora delbrueckii),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Dekkera naardenensis (Brettanomyces naardenensis),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Dekkera naardenensis (Brettanomyces naardenensis),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,"Dipodascus geotrichum (Galactomyces candidus, Galactomyces geotrichum)",Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,"Dipodascus geotrichum (Galactomyces candidus, Galactomyces geotrichum)",Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Diutina catenulata (Candida catenulata),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Diutina catenulata (Candida catenulata),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Filobasidium magnum (Cryptococcus magnus),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Filobasidium magnum (Cryptococcus magnus),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Galactomyces candidum (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Galactomyces candidum (?),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Geotrichum sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Geotrichum sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Meyerozyma guilliermondii,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Meyerozyma guilliermondii,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Meyerozyma sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Meyerozyma sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Papiliotrema sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Papiliotrema sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Rhodosporidiobolus geoffroeae,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Rhodosporidiobolus geoffroeae,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Rhodosporidium sp. (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Rhodosporidium sp. (?),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Rhodotorula mucilaginosa,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Rhodotorula mucilaginosa,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Trichomonascus sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Trichomonascus sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Trichosporon japonicum,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Trichosporon japonicum,Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Trichosporon laibackii (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Trichosporon laibackii (?),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Wickerhamomyces spegazzinii (Nom. inval.),Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Wickerhamomyces spegazzinii (Nom. inval.),Waste deposit,Masiulionis (2013)
Acromyrmex lundi,Yarrowia lipolytica,Fungus Garden,Masiulionis (2013)
Acromyrmex lundi,Yarrowia lipolytica,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Cryptococcus saitoi,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Cryptococcus saitoi,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Cryptococcus sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Cryptococcus sp.,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Dipodascus geotrichum (Galactomyces candidus),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Dipodascus geotrichum (Galactomyces candidus),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Exophiala spinifera,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Exophiala spinifera,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Meyerozyma caribbica,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Meyerozyma caribbica,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Meyerozyma guilliermondii,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Meyerozyma guilliermondii,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Naganishia albida (Cryptococcus albidus),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Naganishia albida (Cryptococcus albidus),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Naganishia albidosimilis (Cryptococcus albidosimilis),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Naganishia albidosimilis (Cryptococcus albidosimilis),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Naganishia liquefaciens (Cryptococcus liquefaciens),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Naganishia liquefaciens (Cryptococcus liquefaciens),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Rhodotorula mucilaginosa,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Rhodotorula mucilaginosa,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Rhodotorula sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Rhodotorula sp.,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Saitozyma flava (Cryptococcus flavus),Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Yarrowia lipolytica,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Yarrowia lipolytica,Waste deposit,Masiulionis (2013)
Acromyrmex heyeri,Yarrowia sp.,Fungus Garden,Masiulionis (2013)
Acromyrmex heyeri,Yarrowia sp.,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Aureobasidium pullulans,Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Aureobasidium pullulans,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Candida davisiana (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Candida davisiana (?),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Clavispora opuntiae,Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Clavispora opuntiae,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Dekkera naardenensis (Brettanomyces naardenensis),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Dekkera naardenensis (Brettanomyces naardenensis),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Dipodascus geotrichum (Galactomyces geotrichum),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Dipodascus geotrichum (Galactomyces geotrichum),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Galactomyces candidum (?),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Galactomyces candidum (?),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Meyerozyma guilliermondii,Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Meyerozyma guilliermondii,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Rhodotorula mucilaginosa,Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Rhodotorula mucilaginosa,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,"Trichomonascus ciferrii (Candida mucifera, Stephanoascus ciferrii)",Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Trichosporon asahii,Fungus Garden,Masiulionis (2013)
Acromyrmex lobicornis,Trichosporon asahii,Waste deposit,Masiulionis (2013)
Acromyrmex lobicornis,Trichosporon japonicum,Fungus Garden,Masiulionis (2013)
